reference_date,target,horizon,location,target_end_date,output_type,output_type_id,value
2026-05-09,wk inc flu hosp,-1,North West,2026-05-02,quantile,0.9,11
2026-05-09,wk inc flu hosp,-1,North West,2026-05-02,quantile,0.975,12
2026-05-09,wk inc flu hosp,0,North West,2026-05-09,quantile,0.025,0
2026-05-09,wk inc flu hosp,0,North West,2026-05-09,quantile,0.1,0
2026-05-09,wk inc flu hosp,0,North West,2026-05-09,quantile,0.25,0
2026-05-09,wk inc flu hosp,0,North West,2026-05-09,quantile,0.5,1
2026-05-09,wk inc flu hosp,0,North West,2026-05-09,quantile,0.75,7
2026-05-09,wk inc flu hosp,0,North West,2026-05-09,quantile,0.9,10
2026-05-09,wk inc flu hosp,0,North West,2026-05-09,quantile,0.975,12
2026-05-09,wk inc flu hosp,1,North West,2026-05-16,quantile,0.025,0
2026-05-09,wk inc flu hosp,1,North West,2026-05-16,quantile,0.1,0
2026-05-09,wk inc flu hosp,1,North West,2026-05-16,quantile,0.25,0
2026-05-09,wk inc flu hosp,1,North West,2026-05-16,quantile,0.5,2
2026-05-09,wk inc flu hosp,1,North West,2026-05-16,quantile,0.75,8
2026-05-09,wk inc flu hosp,1,North West,2026-05-16,quantile,0.9,11
2026-05-09,wk inc flu hosp,1,North West,2026-05-16,quantile,0.975,12
2026-05-09,wk inc flu hosp,2,North West,2026-05-23,quantile,0.025,0
2026-05-09,wk inc flu hosp,2,North West,2026-05-23,quantile,0.1,0
2026-05-09,wk inc flu hosp,2,North West,2026-05-23,quantile,0.25,0
2026-05-09,wk inc flu hosp,2,North West,2026-05-23,quantile,0.5,2
2026-05-09,wk inc flu hosp,2,North West,2026-05-23,quantile,0.75,9
2026-05-09,wk inc flu hosp,2,North West,2026-05-23,quantile,0.9,12
2026-05-09,wk inc flu hosp,2,North West,2026-05-23,quantile,0.975,13
2026-05-09,wk inc flu hosp,3,North West,2026-05-30,quantile,0.025,0
2026-05-09,wk inc flu hosp,3,North West,2026-05-30,quantile,0.1,0
2026-05-09,wk inc flu hosp,3,North West,2026-05-30,quantile,0.25,0
2026-05-09,wk inc flu hosp,3,North West,2026-05-30,quantile,0.5,2
2026-05-09,wk inc flu hosp,3,North West,2026-05-30,quantile,0.75,8
2026-05-09,wk inc flu hosp,3,North West,2026-05-30,quantile,0.9,11
2026-05-09,wk inc flu hosp,3,North West,2026-05-30,quantile,0.975,13
2026-05-09,wk inc rsv hosp,-1,North West,2026-05-02,quantile,0.025,0
2026-05-09,wk inc rsv hosp,-1,North West,2026-05-02,quantile,0.1,0
2026-05-09,wk inc rsv hosp,-1,North West,2026-05-02,quantile,0.25,0
2026-05-09,wk inc rsv hosp,-1,North West,2026-05-02,quantile,0.5,1
2026-05-09,wk inc rsv hosp,-1,North West,2026-05-02,quantile,0.75,31
2026-05-09,wk inc rsv hosp,-1,North West,2026-05-02,quantile,0.9,46
2026-05-09,wk inc rsv hosp,-1,North West,2026-05-02,quantile,0.975,52
2026-05-09,wk inc rsv hosp,0,North West,2026-05-09,quantile,0.025,0
2026-05-09,wk inc rsv hosp,0,North West,2026-05-09,quantile,0.1,0
2026-05-09,wk inc rsv hosp,0,North West,2026-05-09,quantile,0.25,0
2026-05-09,wk inc rsv hosp,0,North West,2026-05-09,quantile,0.5,0
2026-05-09,wk inc rsv hosp,0,North West,2026-05-09,quantile,0.75,27
2026-05-09,wk inc rsv hosp,0,North West,2026-05-09,quantile,0.9,42
2026-05-09,wk inc rsv hosp,0,North West,2026-05-09,quantile,0.975,49
2026-05-09,wk inc rsv hosp,1,North West,2026-05-16,quantile,0.025,0
2026-05-09,wk inc rsv hosp,1,North West,2026-05-16,quantile,0.1,0
2026-05-09,wk inc rsv hosp,1,North West,2026-05-16,quantile,0.25,0
2026-05-09,wk inc rsv hosp,1,North West,2026-05-16,quantile,0.5,0
2026-05-09,wk inc rsv hosp,1,North West,2026-05-16,quantile,0.75,29
2026-05-09,wk inc rsv hosp,1,North West,2026-05-16,quantile,0.9,45
2026-05-09,wk inc rsv hosp,1,North West,2026-05-16,quantile,0.975,51
2026-05-09,wk inc rsv hosp,2,North West,2026-05-23,quantile,0.025,0
2026-05-09,wk inc rsv hosp,2,North West,2026-05-23,quantile,0.1,0
2026-05-09,wk inc rsv hosp,2,North West,2026-05-23,quantile,0.25,0
2026-05-09,wk inc rsv hosp,2,North West,2026-05-23,quantile,0.5,0
2026-05-09,wk inc rsv hosp,2,North West,2026-05-23,quantile,0.75,27
2026-05-09,wk inc rsv hosp,2,North West,2026-05-23,quantile,0.9,41
2026-05-09,wk inc rsv hosp,2,North West,2026-05-23,quantile,0.975,47
2026-05-09,wk inc rsv hosp,3,North West,2026-05-30,quantile,0.025,0
2026-05-09,wk inc rsv hosp,3,North West,2026-05-30,quantile,0.1,0
2026-05-09,wk inc rsv hosp,3,North West,2026-05-30,quantile,0.25,0
2026-05-09,wk inc rsv hosp,3,North West,2026-05-30,quantile,0.5,0
2026-05-09,wk inc rsv hosp,3,North West,2026-05-30,quantile,0.75,25
2026-05-09,wk inc rsv hosp,3,North West,2026-05-30,quantile,0.9,40
2026-05-09,wk inc rsv hosp,3,North West,2026-05-30,quantile,0.975,46
2026-05-09,wk inc covid hosp,-1,Ontario,2026-05-02,quantile,0.025,0
2026-05-09,wk inc covid hosp,-1,Ontario,2026-05-02,quantile,0.1,0
2026-05-09,wk inc covid hosp,-1,Ontario,2026-05-02,quantile,0.25,0
2026-05-09,wk inc covid hosp,-1,Ontario,2026-05-02,quantile,0.5,73
2026-05-09,wk inc covid hosp,-1,Ontario,2026-05-02,quantile,0.75,217
2026-05-09,wk inc covid hosp,-1,Ontario,2026-05-02,quantile,0.9,288
2026-05-09,wk inc covid hosp,-1,Ontario,2026-05-02,quantile,0.975,319
2026-05-09,wk inc covid hosp,0,Ontario,2026-05-09,quantile,0.025,0
2026-05-09,wk inc covid hosp,0,Ontario,2026-05-09,quantile,0.1,0
2026-05-09,wk inc covid hosp,0,Ontario,2026-05-09,quantile,0.25,0
2026-05-09,wk inc covid hosp,0,Ontario,2026-05-09,quantile,0.5,48
2026-05-09,wk inc covid hosp,0,Ontario,2026-05-09,quantile,0.75,188
2026-05-09,wk inc covid hosp,0,Ontario,2026-05-09,quantile,0.9,258
2026-05-09,wk inc covid hosp,0,Ontario,2026-05-09,quantile,0.975,287
2026-05-09,wk inc covid hosp,1,Ontario,2026-05-16,quantile,0.025,0
2026-05-09,wk inc covid hosp,1,Ontario,2026-05-16,quantile,0.1,0
2026-05-09,wk inc covid hosp,1,Ontario,2026-05-16,quantile,0.25,0
2026-05-09,wk inc covid hosp,1,Ontario,2026-05-16,quantile,0.5,35
2026-05-09,wk inc covid hosp,1,Ontario,2026-05-16,quantile,0.75,172
2026-05-09,wk inc covid hosp,1,Ontario,2026-05-16,quantile,0.9,240
2026-05-09,wk inc covid hosp,1,Ontario,2026-05-16,quantile,0.975,269
2026-05-09,wk inc covid hosp,2,Ontario,2026-05-23,quantile,0.025,0
2026-05-09,wk inc covid hosp,2,Ontario,2026-05-23,quantile,0.1,0
2026-05-09,wk inc covid hosp,2,Ontario,2026-05-23,quantile,0.25,0
2026-05-09,wk inc covid hosp,2,Ontario,2026-05-23,quantile,0.5,10
2026-05-09,wk inc covid hosp,2,Ontario,2026-05-23,quantile,0.75,143
2026-05-09,wk inc covid hosp,2,Ontario,2026-05-23,quantile,0.9,210
2026-05-09,wk inc covid hosp,2,Ontario,2026-05-23,quantile,0.975,238
2026-05-09,wk inc covid hosp,3,Ontario,2026-05-30,quantile,0.025,0
2026-05-09,wk inc covid hosp,3,Ontario,2026-05-30,quantile,0.1,0
2026-05-09,wk inc covid hosp,3,Ontario,2026-05-30,quantile,0.25,0
2026-05-09,wk inc covid hosp,3,Ontario,2026-05-30,quantile,0.5,0
2026-05-09,wk inc covid hosp,3,Ontario,2026-05-30,quantile,0.75,124
2026-05-09,wk inc covid hosp,3,Ontario,2026-05-30,quantile,0.9,194
2026-05-09,wk inc covid hosp,3,Ontario,2026-05-30,quantile,0.975,223
2026-05-09,wk inc flu hosp,-1,Ontario,2026-05-02,quantile,0.025,0
2026-05-09,wk inc flu hosp,-1,Ontario,2026-05-02,quantile,0.1,0
2026-05-09,wk inc flu hosp,-1,Ontario,2026-05-02,quantile,0.25,0
2026-05-09,wk inc flu hosp,-1,Ontario,2026-05-02,quantile,0.5,39
2026-05-09,wk inc flu hosp,-1,Ontario,2026-05-02,quantile,0.75,139
2026-05-09,wk inc flu hosp,-1,Ontario,2026-05-02,quantile,0.9,189
2026-05-09,wk inc flu hosp,-1,Ontario,2026-05-02,quantile,0.975,209
2026-05-09,wk inc flu hosp,0,Ontario,2026-05-09,quantile,0.025,0
2026-05-09,wk inc flu hosp,0,Ontario,2026-05-09,quantile,0.1,0
2026-05-09,wk inc flu hosp,0,Ontario,2026-05-09,quantile,0.25,0
2026-05-09,wk inc flu hosp,0,Ontario,2026-05-09,quantile,0.5,46
2026-05-09,wk inc flu hosp,0,Ontario,2026-05-09,quantile,0.75,151
2026-05-09,wk inc flu hosp,0,Ontario,2026-05-09,quantile,0.9,203
2026-05-09,wk inc flu hosp,0,Ontario,2026-05-09,quantile,0.975,225
2026-05-09,wk inc flu hosp,1,Ontario,2026-05-16,quantile,0.025,0
2026-05-09,wk inc flu hosp,1,Ontario,2026-05-16,quantile,0.1,0
2026-05-09,wk inc flu hosp,1,Ontario,2026-05-16,quantile,0.25,0
2026-05-09,wk inc flu hosp,1,Ontario,2026-05-16,quantile,0.5,27
2026-05-09,wk inc flu hosp,1,Ontario,2026-05-16,quantile,0.75,131
2026-05-09,wk inc flu hosp,1,Ontario,2026-05-16,quantile,0.9,182
2026-05-09,wk inc flu hosp,1,Ontario,2026-05-16,quantile,0.975,204
2026-05-09,wk inc flu hosp,2,Ontario,2026-05-23,quantile,0.025,0
2026-05-09,wk inc flu hosp,2,Ontario,2026-05-23,quantile,0.1,0
2026-05-09,wk inc flu hosp,2,Ontario,2026-05-23,quantile,0.25,0
2026-05-09,wk inc flu hosp,2,Ontario,2026-05-23,quantile,0.5,38
2026-05-09,wk inc flu hosp,2,Ontario,2026-05-23,quantile,0.75,141
2026-05-09,wk inc flu hosp,2,Ontario,2026-05-23,quantile,0.9,193
2026-05-09,wk inc flu hosp,2,Ontario,2026-05-23,quantile,0.975,215
2026-05-09,wk inc flu hosp,3,Ontario,2026-05-30,quantile,0.025,0
2026-05-09,wk inc flu hosp,3,Ontario,2026-05-30,quantile,0.1,0
2026-05-09,wk inc flu hosp,3,Ontario,2026-05-30,quantile,0.25,0
2026-05-09,wk inc flu hosp,3,Ontario,2026-05-30,quantile,0.5,22
2026-05-09,wk inc flu hosp,3,Ontario,2026-05-30,quantile,0.75,125
2026-05-09,wk inc flu hosp,3,Ontario,2026-05-30,quantile,0.9,176
2026-05-09,wk inc flu hosp,3,Ontario,2026-05-30,quantile,0.975,198
2026-05-09,wk inc rsv hosp,-1,Ontario,2026-05-02,quantile,0.025,0
2026-05-09,wk inc rsv hosp,-1,Ontario,2026-05-02,quantile,0.1,0
2026-05-09,wk inc rsv hosp,-1,Ontario,2026-05-02,quantile,0.25,0
2026-05-09,wk inc rsv hosp,-1,Ontario,2026-05-02,quantile,0.5,61
2026-05-09,wk inc rsv hosp,-1,Ontario,2026-05-02,quantile,0.75,193
2026-05-09,wk inc rsv hosp,-1,Ontario,2026-05-02,quantile,0.9,259
2026-05-09,wk inc rsv hosp,-1,Ontario,2026-05-02,quantile,0.975,287
2026-05-09,wk inc rsv hosp,0,Ontario,2026-05-09,quantile,0.025,0
2026-05-09,wk inc rsv hosp,0,Ontario,2026-05-09,quantile,0.1,0
2026-05-09,wk inc rsv hosp,0,Ontario,2026-05-09,quantile,0.25,0
2026-05-09,wk inc rsv hosp,0,Ontario,2026-05-09,quantile,0.5,52
2026-05-09,wk inc rsv hosp,0,Ontario,2026-05-09,quantile,0.75,191
2026-05-09,wk inc rsv hosp,0,Ontario,2026-05-09,quantile,0.9,259
2026-05-09,wk inc rsv hosp,0,Ontario,2026-05-09,quantile,0.975,288
2026-05-09,wk inc rsv hosp,1,Ontario,2026-05-16,quantile,0.025,0
2026-05-09,wk inc rsv hosp,1,Ontario,2026-05-16,quantile,0.1,0
2026-05-09,wk inc rsv hosp,1,Ontario,2026-05-16,quantile,0.25,0
2026-05-09,wk inc rsv hosp,1,Ontario,2026-05-16,quantile,0.5,45
2026-05-09,wk inc rsv hosp,1,Ontario,2026-05-16,quantile,0.75,181
2026-05-09,wk inc rsv hosp,1,Ontario,2026-05-16,quantile,0.9,248
2026-05-09,wk inc rsv hosp,1,Ontario,2026-05-16,quantile,0.975,277
2026-05-09,wk inc rsv hosp,2,Ontario,2026-05-23,quantile,0.025,0
2026-05-09,wk inc rsv hosp,2,Ontario,2026-05-23,quantile,0.1,0
2026-05-09,wk inc rsv hosp,2,Ontario,2026-05-23,quantile,0.25,0
2026-05-09,wk inc rsv hosp,2,Ontario,2026-05-23,quantile,0.5,32
2026-05-09,wk inc rsv hosp,2,Ontario,2026-05-23,quantile,0.75,177
2026-05-09,wk inc rsv hosp,2,Ontario,2026-05-23,quantile,0.9,249
2026-05-09,wk inc rsv hosp,2,Ontario,2026-05-23,quantile,0.975,279
2026-05-09,wk inc rsv hosp,3,Ontario,2026-05-30,quantile,0.025,0
2026-05-09,wk inc rsv hosp,3,Ontario,2026-05-30,quantile,0.1,0
2026-05-09,wk inc rsv hosp,3,Ontario,2026-05-30,quantile,0.25,0
2026-05-09,wk inc rsv hosp,3,Ontario,2026-05-30,quantile,0.5,38
2026-05-09,wk inc rsv hosp,3,Ontario,2026-05-30,quantile,0.75,180
2026-05-09,wk inc rsv hosp,3,Ontario,2026-05-30,quantile,0.9,251
2026-05-09,wk inc rsv hosp,3,Ontario,2026-05-30,quantile,0.975,280
2026-05-09,wk inc covid hosp,-1,Toronto,2026-05-02,quantile,0.025,0
2026-05-09,wk inc covid hosp,-1,Toronto,2026-05-02,quantile,0.1,0
2026-05-09,wk inc covid hosp,-1,Toronto,2026-05-02,quantile,0.25,0
2026-05-09,wk inc covid hosp,-1,Toronto,2026-05-02,quantile,0.5,17
2026-05-09,wk inc covid hosp,-1,Toronto,2026-05-02,quantile,0.75,52
2026-05-09,wk inc covid hosp,-1,Toronto,2026-05-02,quantile,0.9,69
2026-05-09,wk inc covid hosp,-1,Toronto,2026-05-02,quantile,0.975,76
2026-05-09,wk inc covid hosp,0,Toronto,2026-05-09,quantile,0.025,0
2026-05-09,wk inc covid hosp,0,Toronto,2026-05-09,quantile,0.1,0
2026-05-09,wk inc covid hosp,0,Toronto,2026-05-09,quantile,0.25,0
2026-05-09,wk inc covid hosp,0,Toronto,2026-05-09,quantile,0.5,18
2026-05-09,wk inc covid hosp,0,Toronto,2026-05-09,quantile,0.75,52
2026-05-09,wk inc covid hosp,0,Toronto,2026-05-09,quantile,0.9,69
2026-05-09,wk inc covid hosp,0,Toronto,2026-05-09,quantile,0.975,76
2026-05-09,wk inc covid hosp,1,Toronto,2026-05-16,quantile,0.025,0
2026-05-09,wk inc covid hosp,1,Toronto,2026-05-16,quantile,0.1,0
2026-05-09,wk inc covid hosp,1,Toronto,2026-05-16,quantile,0.25,0
2026-05-09,wk inc covid hosp,1,Toronto,2026-05-16,quantile,0.5,15
2026-05-09,wk inc covid hosp,1,Toronto,2026-05-16,quantile,0.75,49
2026-05-09,wk inc covid hosp,1,Toronto,2026-05-16,quantile,0.9,67
2026-05-09,wk inc covid hosp,1,Toronto,2026-05-16,quantile,0.975,74
2026-05-09,wk inc covid hosp,2,Toronto,2026-05-23,quantile,0.025,0
2026-05-09,wk inc covid hosp,2,Toronto,2026-05-23,quantile,0.1,0
2026-05-09,wk inc covid hosp,2,Toronto,2026-05-23,quantile,0.25,0
2026-05-09,wk inc covid hosp,2,Toronto,2026-05-23,quantile,0.5,11
2026-05-09,wk inc covid hosp,2,Toronto,2026-05-23,quantile,0.75,45
2026-05-09,wk inc covid hosp,2,Toronto,2026-05-23,quantile,0.9,61
2026-05-09,wk inc covid hosp,2,Toronto,2026-05-23,quantile,0.975,68
2026-05-09,wk inc covid hosp,3,Toronto,2026-05-30,quantile,0.025,0
2026-05-09,wk inc covid hosp,3,Toronto,2026-05-30,quantile,0.1,0
2026-05-09,wk inc covid hosp,3,Toronto,2026-05-30,quantile,0.25,0
2026-05-09,wk inc covid hosp,3,Toronto,2026-05-30,quantile,0.5,3
2026-05-09,wk inc covid hosp,3,Toronto,2026-05-30,quantile,0.75,40
2026-05-09,wk inc covid hosp,3,Toronto,2026-05-30,quantile,0.9,59
2026-05-09,wk inc covid hosp,3,Toronto,2026-05-30,quantile,0.975,67
2026-05-09,wk inc flu hosp,-1,Toronto,2026-05-02,quantile,0.025,0
2026-05-09,wk inc flu hosp,-1,Toronto,2026-05-02,quantile,0.1,0
2026-05-09,wk inc flu hosp,-1,Toronto,2026-05-02,quantile,0.25,0
2026-05-09,wk inc flu hosp,-1,Toronto,2026-05-02,quantile,0.5,15
2026-05-09,wk inc flu hosp,-1,Toronto,2026-05-02,quantile,0.75,50
2026-05-09,wk inc flu hosp,-1,Toronto,2026-05-02,quantile,0.9,68
2026-05-09,wk inc flu hosp,-1,Toronto,2026-05-02,quantile,0.975,76
2026-05-09,wk inc flu hosp,0,Toronto,2026-05-09,quantile,0.025,0
2026-05-09,wk inc flu hosp,0,Toronto,2026-05-09,quantile,0.1,0
2026-05-09,wk inc flu hosp,0,Toronto,2026-05-09,quantile,0.25,0
2026-05-09,wk inc flu hosp,0,Toronto,2026-05-09,quantile,0.5,15
2026-05-09,wk inc flu hosp,0,Toronto,2026-05-09,quantile,0.75,57
2026-05-09,wk inc flu hosp,0,Toronto,2026-05-09,quantile,0.9,77
2026-05-09,wk inc flu hosp,0,Toronto,2026-05-09,quantile,0.975,86
2026-05-09,wk inc flu hosp,1,Toronto,2026-05-16,quantile,0.025,0
2026-05-09,wk inc flu hosp,1,Toronto,2026-05-16,quantile,0.1,0
2026-05-09,wk inc flu hosp,1,Toronto,2026-05-16,quantile,0.25,0
2026-05-09,wk inc flu hosp,1,Toronto,2026-05-16,quantile,0.5,20
2026-05-09,wk inc flu hosp,1,Toronto,2026-05-16,quantile,0.75,60
2026-05-09,wk inc flu hosp,1,Toronto,2026-05-16,quantile,0.9,80
2026-05-09,wk inc flu hosp,1,Toronto,2026-05-16,quantile,0.975,89
2026-05-09,wk inc flu hosp,2,Toronto,2026-05-23,quantile,0.025,0
2026-05-09,wk inc flu hosp,2,Toronto,2026-05-23,quantile,0.1,0
2026-05-09,wk inc flu hosp,2,Toronto,2026-05-23,quantile,0.25,0
2026-05-09,wk inc flu hosp,2,Toronto,2026-05-23,quantile,0.5,20
2026-05-09,wk inc flu hosp,2,Toronto,2026-05-23,quantile,0.75,59
2026-05-09,wk inc flu hosp,2,Toronto,2026-05-23,quantile,0.9,78
2026-05-09,wk inc flu hosp,2,Toronto,2026-05-23,quantile,0.975,86
2026-05-09,wk inc flu hosp,3,Toronto,2026-05-30,quantile,0.025,0
2026-05-09,wk inc flu hosp,3,Toronto,2026-05-30,quantile,0.1,0
2026-05-09,wk inc flu hosp,3,Toronto,2026-05-30,quantile,0.25,0
2026-05-09,wk inc flu hosp,3,Toronto,2026-05-30,quantile,0.5,17
2026-05-09,wk inc flu hosp,3,Toronto,2026-05-30,quantile,0.75,55
2026-05-09,wk inc flu hosp,3,Toronto,2026-05-30,quantile,0.9,74
2026-05-09,wk inc flu hosp,3,Toronto,2026-05-30,quantile,0.975,82
2026-05-09,wk inc rsv hosp,-1,Toronto,2026-05-02,quantile,0.025,0
2026-05-09,wk inc rsv hosp,-1,Toronto,2026-05-02,quantile,0.1,0
2026-05-09,wk inc rsv hosp,-1,Toronto,2026-05-02,quantile,0.25,0
2026-05-09,wk inc rsv hosp,-1,Toronto,2026-05-02,quantile,0.5,19
2026-05-09,wk inc rsv hosp,-1,Toronto,2026-05-02,quantile,0.75,42
2026-05-09,wk inc rsv hosp,-1,Toronto,2026-05-02,quantile,0.9,54
2026-05-09,wk inc rsv hosp,-1,Toronto,2026-05-02,quantile,0.975,58
2026-05-09,wk inc rsv hosp,0,Toronto,2026-05-09,quantile,0.025,0
2026-05-09,wk inc rsv hosp,0,Toronto,2026-05-09,quantile,0.1,0
2026-05-09,wk inc rsv hosp,0,Toronto,2026-05-09,quantile,0.25,0
2026-05-09,wk inc rsv hosp,0,Toronto,2026-05-09,quantile,0.5,17
2026-05-09,wk inc rsv hosp,0,Toronto,2026-05-09,quantile,0.75,42
2026-05-09,wk inc rsv hosp,0,Toronto,2026-05-09,quantile,0.9,55
2026-05-09,wk inc rsv hosp,0,Toronto,2026-05-09,quantile,0.975,60
2026-05-09,wk inc rsv hosp,1,Toronto,2026-05-16,quantile,0.025,0
2026-05-09,wk inc rsv hosp,1,Toronto,2026-05-16,quantile,0.1,0
2026-05-09,wk inc rsv hosp,1,Toronto,2026-05-16,quantile,0.25,0
2026-05-09,wk inc rsv hosp,1,Toronto,2026-05-16,quantile,0.5,14
2026-05-09,wk inc rsv hosp,1,Toronto,2026-05-16,quantile,0.75,39
2026-05-09,wk inc rsv hosp,1,Toronto,2026-05-16,quantile,0.9,51
2026-05-09,wk inc rsv hosp,1,Toronto,2026-05-16,quantile,0.975,57
2026-05-09,wk inc rsv hosp,2,Toronto,2026-05-23,quantile,0.025,0
2026-05-09,wk inc rsv hosp,2,Toronto,2026-05-23,quantile,0.1,0
2026-05-09,wk inc rsv hosp,2,Toronto,2026-05-23,quantile,0.25,0
2026-05-09,wk inc rsv hosp,2,Toronto,2026-05-23,quantile,0.5,10
2026-05-09,wk inc rsv hosp,2,Toronto,2026-05-23,quantile,0.75,36
2026-05-09,wk inc rsv hosp,2,Toronto,2026-05-23,quantile,0.9,50
2026-05-09,wk inc rsv hosp,2,Toronto,2026-05-23,quantile,0.975,55
2026-05-09,wk inc rsv hosp,3,Toronto,2026-05-30,quantile,0.025,0
2026-05-09,wk inc rsv hosp,3,Toronto,2026-05-30,quantile,0.1,0
2026-05-09,wk inc rsv hosp,3,Toronto,2026-05-30,quantile,0.25,0
2026-05-09,wk inc rsv hosp,3,Toronto,2026-05-30,quantile,0.5,12
2026-05-09,wk inc rsv hosp,3,Toronto,2026-05-30,quantile,0.75,37
2026-05-09,wk inc rsv hosp,3,Toronto,2026-05-30,quantile,0.9,49
2026-05-09,wk inc rsv hosp,3,Toronto,2026-05-30,quantile,0.975,55
2026-05-09,wk inc covid hosp,-1,West,2026-05-02,quantile,0.025,0
2026-05-09,wk inc covid hosp,-1,West,2026-05-02,quantile,0.1,0
2026-05-09,wk inc covid hosp,-1,West,2026-05-02,quantile,0.25,0
2026-05-09,wk inc covid hosp,-1,West,2026-05-02,quantile,0.5,18
2026-05-09,wk inc covid hosp,-1,West,2026-05-02,quantile,0.75,72
2026-05-09,wk inc covid hosp,-1,West,2026-05-02,quantile,0.9,100
2026-05-09,wk inc covid hosp,-1,West,2026-05-02,quantile,0.975,111
2026-05-09,wk inc covid hosp,0,West,2026-05-09,quantile,0.025,0
2026-05-09,wk inc covid hosp,0,West,2026-05-09,quantile,0.1,0
2026-05-09,wk inc covid hosp,0,West,2026-05-09,quantile,0.25,0
2026-05-09,wk inc covid hosp,0,West,2026-05-09,quantile,0.5,15
2026-05-09,wk inc covid hosp,0,West,2026-05-09,quantile,0.75,68
2026-05-09,wk inc covid hosp,0,West,2026-05-09,quantile,0.9,94
2026-05-09,wk inc covid hosp,0,West,2026-05-09,quantile,0.975,105
2026-05-09,wk inc covid hosp,1,West,2026-05-16,quantile,0.025,0
2026-05-09,wk inc covid hosp,1,West,2026-05-16,quantile,0.1,0
2026-05-09,wk inc covid hosp,1,West,2026-05-16,quantile,0.25,0
2026-05-09,wk inc covid hosp,1,West,2026-05-16,quantile,0.5,10
2026-05-09,wk inc covid hosp,1,West,2026-05-16,quantile,0.75,65
2026-05-09,wk inc covid hosp,1,West,2026-05-16,quantile,0.9,93
2026-05-09,wk inc covid hosp,1,West,2026-05-16,quantile,0.975,104
2026-05-09,wk inc covid hosp,2,West,2026-05-23,quantile,0.025,0
2026-05-09,wk inc covid hosp,2,West,2026-05-23,quantile,0.1,0
2026-05-09,wk inc covid hosp,2,West,2026-05-23,quantile,0.25,0
2026-05-09,wk inc covid hosp,2,West,2026-05-23,quantile,0.5,0
2026-05-09,wk inc covid hosp,2,West,2026-05-23,quantile,0.75,48
2026-05-09,wk inc covid hosp,2,West,2026-05-23,quantile,0.9,76
2026-05-09,wk inc covid hosp,2,West,2026-05-23,quantile,0.975,87
2026-05-09,wk inc covid hosp,3,West,2026-05-30,quantile,0.025,0
2026-05-09,wk inc covid hosp,3,West,2026-05-30,quantile,0.1,0
2026-05-09,wk inc covid hosp,3,West,2026-05-30,quantile,0.25,0
2026-05-09,wk inc covid hosp,3,West,2026-05-30,quantile,0.5,0
2026-05-09,wk inc covid hosp,3,West,2026-05-30,quantile,0.75,36
2026-05-09,wk inc covid hosp,3,West,2026-05-30,quantile,0.9,64
2026-05-09,wk inc covid hosp,3,West,2026-05-30,quantile,0.975,76
2026-05-09,wk inc flu hosp,-1,West,2026-05-02,quantile,0.025,0
2026-05-09,wk inc flu hosp,-1,West,2026-05-02,quantile,0.1,0
2026-05-09,wk inc flu hosp,-1,West,2026-05-02,quantile,0.25,0
2026-05-09,wk inc flu hosp,-1,West,2026-05-02,quantile,0.5,6
2026-05-09,wk inc flu hosp,-1,West,2026-05-02,quantile,0.75,28
2026-05-09,wk inc flu hosp,-1,West,2026-05-02,quantile,0.9,39
2026-05-09,wk inc flu hosp,-1,West,2026-05-02,quantile,0.975,44
2026-05-09,wk inc flu hosp,0,West,2026-05-09,quantile,0.025,0
2026-05-09,wk inc flu hosp,0,West,2026-05-09,quantile,0.1,0
2026-05-09,wk inc flu hosp,0,West,2026-05-09,quantile,0.25,0
2026-05-09,wk inc flu hosp,0,West,2026-05-09,quantile,0.5,4
2026-05-09,wk inc flu hosp,0,West,2026-05-09,quantile,0.75,27
2026-05-09,wk inc flu hosp,0,West,2026-05-09,quantile,0.9,39
2026-05-09,wk inc flu hosp,0,West,2026-05-09,quantile,0.975,43
2026-05-09,wk inc flu hosp,1,West,2026-05-16,quantile,0.025,0
2026-05-09,wk inc flu hosp,1,West,2026-05-16,quantile,0.1,0
2026-05-09,wk inc flu hosp,1,West,2026-05-16,quantile,0.25,0
2026-05-09,wk inc flu hosp,1,West,2026-05-16,quantile,0.5,5
2026-05-09,wk inc flu hosp,1,West,2026-05-16,quantile,0.75,27
2026-05-09,wk inc flu hosp,1,West,2026-05-16,quantile,0.9,38
2026-05-09,wk inc flu hosp,1,West,2026-05-16,quantile,0.975,43
2026-05-09,wk inc flu hosp,2,West,2026-05-23,quantile,0.025,0
2026-05-09,wk inc flu hosp,2,West,2026-05-23,quantile,0.1,0
2026-05-09,wk inc flu hosp,2,West,2026-05-23,quantile,0.25,0
2026-05-09,wk inc flu hosp,2,West,2026-05-23,quantile,0.5,2
2026-05-09,wk inc flu hosp,2,West,2026-05-23,quantile,0.75,24
2026-05-09,wk inc flu hosp,2,West,2026-05-23,quantile,0.9,35
2026-05-09,wk inc flu hosp,2,West,2026-05-23,quantile,0.975,40
2026-05-09,wk inc flu hosp,3,West,2026-05-30,quantile,0.025,0
2026-05-09,wk inc flu hosp,3,West,2026-05-30,quantile,0.1,0
2026-05-09,wk inc flu hosp,3,West,2026-05-30,quantile,0.25,0
2026-05-09,wk inc flu hosp,3,West,2026-05-30,quantile,0.5,3
2026-05-09,wk inc flu hosp,3,West,2026-05-30,quantile,0.75,25
2026-05-09,wk inc flu hosp,3,West,2026-05-30,quantile,0.9,36
