location,target_end_date,reference_date,target,horizon,output_type,output_type_id,value,model
Ontario,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.5,294,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.75,308,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.9,358,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.975,501,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.1,0,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.25,49,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.5,63,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.75,77,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.9,127,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.975,270,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.1,30,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.25,80,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.5,94,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.75,108,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.9,158,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc covid hosp,2,quantile,0.975,301,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.025,4,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.1,29,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.25,35,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.5,37,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.75,39,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.9,45,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.975,70,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.025,15,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.1,40,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.25,46,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.5,48,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.75,50,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.9,56,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.975,81,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.1,0,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.25,2,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.5,4,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.75,6,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.9,12,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.975,37,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.1,0,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.25,0,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.5,0,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.75,2,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.9,8,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.975,33,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.025,155,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.1,180,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.25,186,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.5,188,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.75,190,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.9,196,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.975,221,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.025,27,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.1,52,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.25,58,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.5,60,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.75,62,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.9,68,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.975,93,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.025,5,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.1,30,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.25,36,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.5,38,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.75,40,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.9,46,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc rsv hosp,2,quantile,0.975,71,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.1,6,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.25,22,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.5,25,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.75,28,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.9,44,AI4Casting_Hub-Flatline
Central,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.975,127,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.1,19,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.25,35,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.5,38,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.75,41,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.9,57,AI4Casting_Hub-Flatline
East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.975,140,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.1,0,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.25,2,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.5,5,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.75,8,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.9,24,AI4Casting_Hub-Flatline
North East,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.975,107,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.1,0,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.25,0,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.5,3,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.75,6,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.9,22,AI4Casting_Hub-Flatline
North West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.975,105,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.025,34,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.1,117,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.25,133,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.5,136,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.75,139,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.9,155,AI4Casting_Hub-Flatline
Ontario,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.975,238,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.1,26,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.25,42,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.5,45,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.75,48,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.9,64,AI4Casting_Hub-Flatline
Toronto,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.975,147,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.025,0,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.1,0,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.25,16,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.5,19,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.75,22,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.9,38,AI4Casting_Hub-Flatline
West,2026-02-21,2026-02-07,wk inc flu hosp,2,quantile,0.975,121,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.1,18,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.25,43,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.5,52,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.75,61,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.9,86,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.975,159,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.1,32,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.25,57,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.5,66,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.75,75,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.9,100,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.975,173,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.1,0,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.25,10,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.5,19,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.75,28,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.9,53,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.975,126,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.1,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.25,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.5,2,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.75,11,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.9,36,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.975,109,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.025,187,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.1,260,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.25,285,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.5,294,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.75,303,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.9,328,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.975,401,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.1,29,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.25,54,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.5,63,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.75,72,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.9,97,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.975,170,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.1,60,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.25,85,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.5,94,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.75,103,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.9,128,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc covid hosp,1,quantile,0.975,201,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.025,19,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.1,32,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.25,36,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.5,37,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.75,38,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.9,42,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.975,55,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.025,30,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.1,43,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.25,47,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.5,48,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.75,49,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.9,53,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.975,66,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.1,0,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.25,3,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.5,4,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.75,5,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.9,9,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.975,22,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.1,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.25,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.5,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.75,1,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.9,5,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.975,18,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.025,170,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.1,183,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.25,187,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.5,188,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.75,189,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.9,193,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.975,206,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.025,42,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.1,55,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.25,59,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.5,60,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.75,61,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.9,65,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.975,78,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.025,20,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.1,33,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.25,37,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.5,38,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.75,39,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.9,43,AI4Casting_Hub-Flatline
West,2026-02-14,2026-02-07,wk inc rsv hosp,1,quantile,0.975,56,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.1,15,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.25,23,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.5,25,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.75,27,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.9,35,AI4Casting_Hub-Flatline
Central,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.975,72,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.1,28,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.25,36,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.5,38,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.75,40,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.9,48,AI4Casting_Hub-Flatline
East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.975,85,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.1,0,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.25,3,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.5,5,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.75,7,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.9,15,AI4Casting_Hub-Flatline
North East,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.975,52,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.1,0,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.25,1,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.5,3,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.75,5,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.9,13,AI4Casting_Hub-Flatline
North West,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.975,50,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.025,89,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.1,126,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.25,134,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.5,136,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.75,138,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.9,146,AI4Casting_Hub-Flatline
Ontario,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.975,183,AI4Casting_Hub-Flatline
Toronto,2026-02-14,2026-02-07,wk inc flu hosp,1,quantile,0.025,0,AI4Casting_Hub-Flatline
